rand,sharpness,corruption: gaussian_noise, severity: 1,batch-size: 16,52.84,0.96
rand,sharpness,corruption: shot_noise, severity: 1,batch-size: 16,51.18,1.18
rand,sharpness,corruption: impulse_noise, severity: 1,batch-size: 16,46.3,0.66
rand,sharpness,corruption: glass_blur, severity: 1,batch-size: 16,48.46,0.18
rand,sharpness,corruption: defocus_blur, severity: 1,batch-size: 16,50.56,0.64
rand,sharpness,corruption: zoom_blur, severity: 1,batch-size: 16,41.96,0.44
rand,sharpness,corruption: motion_blur, severity: 1,batch-size: 16,54.24,0.2
rand,sharpness,corruption: brightness, severity: 1,batch-size: 16,60.2,1.26
rand,sharpness,corruption: snow, severity: 1,batch-size: 16,44.12,0.32
rand,sharpness,corruption: frost, severity: 1,batch-size: 16,49.74,0.32
rand,sharpness,corruption: fog, severity: 1,batch-size: 16,53.64,1.36
rand,sharpness,corruption: contrast, severity: 1,batch-size: 16,55.78,2.96
rand,sharpness,corruption: pixelate, severity: 1,batch-size: 16,55.84,0.16
rand,sharpness,corruption: jpeg_compression, severity: 1,batch-size: 16,55.36,0.34
rand,sharpness,corruption: elastic_transform, severity: 1,batch-size: 16,54.68,0.76
rand,sharpness,corruption: gaussian_noise, severity: 2,batch-size: 16,46.28,0.64
rand,sharpness,corruption: shot_noise, severity: 2,batch-size: 16,43.3,0.5
rand,sharpness,corruption: impulse_noise, severity: 2,batch-size: 16,39.66,0.32
rand,sharpness,corruption: glass_blur, severity: 2,batch-size: 16,39.36,0.2
rand,sharpness,corruption: defocus_blur, severity: 2,batch-size: 16,45.58,0.34
rand,sharpness,corruption: zoom_blur, severity: 2,batch-size: 16,35.46,0.34
rand,sharpness,corruption: motion_blur, severity: 2,batch-size: 16,47.84,0.18
rand,sharpness,corruption: brightness, severity: 2,batch-size: 16,58.72,0.86
rand,sharpness,corruption: snow, severity: 2,batch-size: 16,32.46,0.2
rand,sharpness,corruption: frost, severity: 2,batch-size: 16,38.48,0.28
rand,sharpness,corruption: fog, severity: 2,batch-size: 16,51.14,0.8
rand,sharpness,corruption: contrast, severity: 2,batch-size: 16,53.08,2.08
rand,sharpness,corruption: pixelate, severity: 2,batch-size: 16,54.24,0.1
rand,sharpness,corruption: jpeg_compression, severity: 2,batch-size: 16,52.16,0.48
rand,sharpness,corruption: elastic_transform, severity: 2,batch-size: 16,36.86,0.5
rand,sharpness,corruption: gaussian_noise, severity: 3,batch-size: 16,35.38,0.56
rand,sharpness,corruption: shot_noise, severity: 3,batch-size: 16,33.9,0.5
rand,sharpness,corruption: impulse_noise, severity: 3,batch-size: 16,34.44,0.28
rand,sharpness,corruption: glass_blur, severity: 3,batch-size: 16,18.78,0.18
rand,sharpness,corruption: defocus_blur, severity: 3,batch-size: 16,36.7,0.26
rand,sharpness,corruption: zoom_blur, severity: 3,batch-size: 16,29.76,0.34
rand,sharpness,corruption: motion_blur, severity: 3,batch-size: 16,37.66,0.2
rand,sharpness,corruption: brightness, severity: 3,batch-size: 16,56.18,0.62
rand,sharpness,corruption: snow, severity: 3,batch-size: 16,32.44,0.16
rand,sharpness,corruption: frost, severity: 3,batch-size: 16,31.34,0.32
rand,sharpness,corruption: fog, severity: 3,batch-size: 16,46.06,0.7
rand,sharpness,corruption: contrast, severity: 3,batch-size: 16,48.96,1.04
rand,sharpness,corruption: pixelate, severity: 3,batch-size: 16,46.36,0.3
rand,sharpness,corruption: jpeg_compression, severity: 3,batch-size: 16,48.96,0.3
rand,sharpness,corruption: elastic_transform, severity: 3,batch-size: 16,49.24,0.26
rand,sharpness,corruption: gaussian_noise, severity: 4,batch-size: 16,23.34,0.34
rand,sharpness,corruption: shot_noise, severity: 4,batch-size: 16,19.04,0.44
rand,sharpness,corruption: impulse_noise, severity: 4,batch-size: 16,22.02,0.34
rand,sharpness,corruption: glass_blur, severity: 4,batch-size: 16,13.14,0.22
rand,sharpness,corruption: defocus_blur, severity: 4,batch-size: 16,29.54,0.28
rand,sharpness,corruption: zoom_blur, severity: 4,batch-size: 16,25.32,0.34
rand,sharpness,corruption: motion_blur, severity: 4,batch-size: 16,26.14,0.1
rand,sharpness,corruption: brightness, severity: 4,batch-size: 16,52.84,0.58
rand,sharpness,corruption: snow, severity: 4,batch-size: 16,25.9,0.18
rand,sharpness,corruption: frost, severity: 4,batch-size: 16,29.7,0.38
rand,sharpness,corruption: fog, severity: 4,batch-size: 16,40.38,0.56
rand,sharpness,corruption: contrast, severity: 4,batch-size: 16,33.52,0.32
rand,sharpness,corruption: pixelate, severity: 4,batch-size: 16,37.14,0.12
rand,sharpness,corruption: jpeg_compression, severity: 4,batch-size: 16,40.42,0.22
rand,sharpness,corruption: elastic_transform, severity: 4,batch-size: 16,39.42,0.24
rand,sharpness,corruption: gaussian_noise, severity: 5,batch-size: 16,10.42,0.3
rand,sharpness,corruption: shot_noise, severity: 5,batch-size: 16,10.92,0.16
rand,sharpness,corruption: impulse_noise, severity: 5,batch-size: 16,10.84,0.24
rand,sharpness,corruption: glass_blur, severity: 5,batch-size: 16,9.52,0.28
rand,sharpness,corruption: defocus_blur, severity: 5,batch-size: 16,22.36,0.2
rand,sharpness,corruption: zoom_blur, severity: 5,batch-size: 16,20.8,0.28
rand,sharpness,corruption: motion_blur, severity: 5,batch-size: 16,19.32,0.24
rand,sharpness,corruption: brightness, severity: 5,batch-size: 16,49.1,0.5
rand,sharpness,corruption: snow, severity: 5,batch-size: 16,23.24,0.18
rand,sharpness,corruption: frost, severity: 5,batch-size: 16,25.18,0.3
rand,sharpness,corruption: fog, severity: 5,batch-size: 16,28.7,0.36
rand,sharpness,corruption: contrast, severity: 5,batch-size: 16,13.08,0.18
rand,sharpness,corruption: pixelate, severity: 5,batch-size: 16,33.08,0.18
rand,sharpness,corruption: jpeg_compression, severity: 5,batch-size: 16,29.74,0.12
rand,sharpness,corruption: elastic_transform, severity: 5,batch-size: 16,16.9,0.12
