none,sharpness,corruption: gaussian_noise, severity: 1,batch-size: 16,43.47,43.44
none,sharpness,corruption: gaussian_noise, severity: 1,batch-size: 16,43.47,43.44
none,sharpness,corruption: shot_noise, severity: 1,batch-size: 16,41.42,42.58
none,sharpness,corruption: impulse_noise, severity: 1,batch-size: 16,61.63,65.02
none,sharpness,corruption: glass_blur, severity: 1,batch-size: 16,41.32,46.99
none,sharpness,corruption: defocus_blur, severity: 1,batch-size: 16,41.07,43.19
none,sharpness,corruption: zoom_blur, severity: 1,batch-size: 16,77.76,80.15
none,sharpness,corruption: motion_blur, severity: 1,batch-size: 16,51.76,57.11
none,sharpness,corruption: brightness, severity: 1,batch-size: 16,87.56,89.1
none,sharpness,corruption: snow, severity: 1,batch-size: 16,79.36,81.45
none,sharpness,corruption: frost, severity: 1,batch-size: 16,79.68,82.48
none,sharpness,corruption: fog, severity: 1,batch-size: 16,69.56,71.9
none,sharpness,corruption: contrast, severity: 1,batch-size: 16,80.78,84.21
none,sharpness,corruption: pixelate, severity: 1,batch-size: 16,46.31,53.81
none,sharpness,corruption: jpeg_compression, severity: 1,batch-size: 16,49.93,53.48
none,sharpness,corruption: elastic_transform, severity: 1,batch-size: 16,27.22,30.79
none,sharpness,corruption: gaussian_noise, severity: 2,batch-size: 16,26.62,27.45
none,sharpness,corruption: shot_noise, severity: 2,batch-size: 16,25.01,26.14
none,sharpness,corruption: impulse_noise, severity: 2,batch-size: 16,42.95,46.39
none,sharpness,corruption: glass_blur, severity: 2,batch-size: 16,37.63,40.5
none,sharpness,corruption: defocus_blur, severity: 2,batch-size: 16,31.12,32.33
none,sharpness,corruption: zoom_blur, severity: 2,batch-size: 16,74.05,77.13
none,sharpness,corruption: motion_blur, severity: 2,batch-size: 16,35.67,39.74
none,sharpness,corruption: brightness, severity: 2,batch-size: 16,85.0,87.28
none,sharpness,corruption: snow, severity: 2,batch-size: 16,60.69,66.07
none,sharpness,corruption: frost, severity: 2,batch-size: 16,68.58,73.13
none,sharpness,corruption: fog, severity: 2,batch-size: 16,59.13,61.82
none,sharpness,corruption: contrast, severity: 2,batch-size: 16,74.84,80.22
none,sharpness,corruption: pixelate, severity: 2,batch-size: 16,39.87,47.81
none,sharpness,corruption: jpeg_compression, severity: 2,batch-size: 16,42.85,46.2
none,sharpness,corruption: elastic_transform, severity: 2,batch-size: 16,22.8,25.45
none,sharpness,corruption: gaussian_noise, severity: 3,batch-size: 16,16.93,16.94
none,sharpness,corruption: shot_noise, severity: 3,batch-size: 16,17.0,17.29
none,sharpness,corruption: impulse_noise, severity: 3,batch-size: 16,32.45,35.05
none,sharpness,corruption: glass_blur, severity: 3,batch-size: 16,27.92,30.77
none,sharpness,corruption: defocus_blur, severity: 3,batch-size: 16,19.38,20.78
none,sharpness,corruption: zoom_blur, severity: 3,batch-size: 16,71.41,74.49
none,sharpness,corruption: motion_blur, severity: 3,batch-size: 16,24.83,28.1
none,sharpness,corruption: brightness, severity: 3,batch-size: 16,80.68,84.38
none,sharpness,corruption: snow, severity: 3,batch-size: 16,65.69,70.42
none,sharpness,corruption: frost, severity: 3,batch-size: 16,58.66,64.76
none,sharpness,corruption: fog, severity: 3,batch-size: 16,38.63,41.89
none,sharpness,corruption: contrast, severity: 3,batch-size: 16,63.82,71.75
none,sharpness,corruption: pixelate, severity: 3,batch-size: 16,27.66,34.24
none,sharpness,corruption: jpeg_compression, severity: 3,batch-size: 16,38.29,42.48
none,sharpness,corruption: elastic_transform, severity: 3,batch-size: 16,18.42,21.45
none,sharpness,corruption: gaussian_noise, severity: 4,batch-size: 16,13.69,13.62
none,sharpness,corruption: shot_noise, severity: 4,batch-size: 16,13.82,13.93
none,sharpness,corruption: impulse_noise, severity: 4,batch-size: 16,18.95,19.92
none,sharpness,corruption: glass_blur, severity: 4,batch-size: 16,27.44,29.27
none,sharpness,corruption: defocus_blur, severity: 4,batch-size: 16,16.2,17.66
none,sharpness,corruption: zoom_blur, severity: 4,batch-size: 16,67.55,70.64
none,sharpness,corruption: motion_blur, severity: 4,batch-size: 16,18.99,21.66
none,sharpness,corruption: brightness, severity: 4,batch-size: 16,73.44,79.11
none,sharpness,corruption: snow, severity: 4,batch-size: 16,55.21,60.55
none,sharpness,corruption: frost, severity: 4,batch-size: 16,59.04,64.55
none,sharpness,corruption: fog, severity: 4,batch-size: 16,27.26,29.82
none,sharpness,corruption: contrast, severity: 4,batch-size: 16,38.87,47.81
none,sharpness,corruption: pixelate, severity: 4,batch-size: 16,22.77,26.72
none,sharpness,corruption: jpeg_compression, severity: 4,batch-size: 16,30.88,35.02
none,sharpness,corruption: elastic_transform, severity: 4,batch-size: 16,16.64,18.78
none,sharpness,corruption: gaussian_noise, severity: 5,batch-size: 16,12.32,12.45
none,sharpness,corruption: shot_noise, severity: 5,batch-size: 16,12.37,12.51
none,sharpness,corruption: impulse_noise, severity: 5,batch-size: 16,13.29,13.43
none,sharpness,corruption: glass_blur, severity: 5,batch-size: 16,24.26,24.74
none,sharpness,corruption: defocus_blur, severity: 5,batch-size: 16,14.51,16.54
none,sharpness,corruption: zoom_blur, severity: 5,batch-size: 16,60.63,64.24
none,sharpness,corruption: motion_blur, severity: 5,batch-size: 16,17.24,19.25
none,sharpness,corruption: brightness, severity: 5,batch-size: 16,63.16,71.2
none,sharpness,corruption: snow, severity: 5,batch-size: 16,43.47,49.77
none,sharpness,corruption: frost, severity: 5,batch-size: 16,52.13,58.4
none,sharpness,corruption: fog, severity: 5,batch-size: 16,18.78,20.62
none,sharpness,corruption: contrast, severity: 5,batch-size: 16,19.77,22.24
none,sharpness,corruption: pixelate, severity: 5,batch-size: 16,20.39,24.13
none,sharpness,corruption: jpeg_compression, severity: 5,batch-size: 16,25.18,28.64
none,sharpness,corruption: elastic_transform, severity: 5,batch-size: 16,15.23,16.92
