none,sharpness,corruption: gaussian_noise, severity: 1,batch-size: 16,52.84,52.12
none,sharpness,corruption: shot_noise, severity: 1,batch-size: 16,51.18,50.8
none,sharpness,corruption: impulse_noise, severity: 1,batch-size: 16,46.3,45.48
none,sharpness,corruption: glass_blur, severity: 1,batch-size: 16,48.46,49.32
none,sharpness,corruption: defocus_blur, severity: 1,batch-size: 16,50.56,50.4
none,sharpness,corruption: zoom_blur, severity: 1,batch-size: 16,41.96,42.38
none,sharpness,corruption: motion_blur, severity: 1,batch-size: 16,54.24,54.4
none,sharpness,corruption: brightness, severity: 1,batch-size: 16,60.2,60.06
none,sharpness,corruption: snow, severity: 1,batch-size: 16,44.12,43.92
none,sharpness,corruption: frost, severity: 1,batch-size: 16,49.74,49.36
none,sharpness,corruption: fog, severity: 1,batch-size: 16,53.64,53.16
none,sharpness,corruption: contrast, severity: 1,batch-size: 16,55.78,55.58
none,sharpness,corruption: pixelate, severity: 1,batch-size: 16,55.84,55.64
none,sharpness,corruption: jpeg_compression, severity: 1,batch-size: 16,55.36,55.2
none,sharpness,corruption: elastic_transform, severity: 1,batch-size: 16,54.68,54.8
none,sharpness,corruption: gaussian_noise, severity: 2,batch-size: 16,46.28,45.9
none,sharpness,corruption: shot_noise, severity: 2,batch-size: 16,43.3,43.22
none,sharpness,corruption: impulse_noise, severity: 2,batch-size: 16,39.66,39.64
none,sharpness,corruption: glass_blur, severity: 2,batch-size: 16,39.36,40.44
none,sharpness,corruption: defocus_blur, severity: 2,batch-size: 16,45.58,45.18
none,sharpness,corruption: zoom_blur, severity: 2,batch-size: 16,35.46,35.46
none,sharpness,corruption: motion_blur, severity: 2,batch-size: 16,47.84,47.4
none,sharpness,corruption: brightness, severity: 2,batch-size: 16,58.72,58.5
none,sharpness,corruption: snow, severity: 2,batch-size: 16,32.46,31.68
none,sharpness,corruption: frost, severity: 2,batch-size: 16,38.48,38.86
none,sharpness,corruption: fog, severity: 2,batch-size: 16,51.14,50.56
none,sharpness,corruption: contrast, severity: 2,batch-size: 16,53.08,53.02
none,sharpness,corruption: pixelate, severity: 2,batch-size: 16,54.24,54.0
none,sharpness,corruption: jpeg_compression, severity: 2,batch-size: 16,52.16,51.5
none,sharpness,corruption: elastic_transform, severity: 2,batch-size: 16,36.86,36.36
none,sharpness,corruption: gaussian_noise, severity: 3,batch-size: 16,35.38,35.42
none,sharpness,corruption: shot_noise, severity: 3,batch-size: 16,33.9,33.94
none,sharpness,corruption: impulse_noise, severity: 3,batch-size: 16,34.44,34.14
none,sharpness,corruption: glass_blur, severity: 3,batch-size: 16,18.78,19.7
none,sharpness,corruption: defocus_blur, severity: 3,batch-size: 16,36.7,36.84
none,sharpness,corruption: zoom_blur, severity: 3,batch-size: 16,29.76,29.04
none,sharpness,corruption: motion_blur, severity: 3,batch-size: 16,37.66,37.78
none,sharpness,corruption: brightness, severity: 3,batch-size: 16,56.18,55.92
none,sharpness,corruption: snow, severity: 3,batch-size: 16,32.44,32.38
none,sharpness,corruption: frost, severity: 3,batch-size: 16,31.34,31.4
none,sharpness,corruption: fog, severity: 3,batch-size: 16,46.06,45.78
none,sharpness,corruption: contrast, severity: 3,batch-size: 16,48.96,47.48
none,sharpness,corruption: pixelate, severity: 3,batch-size: 16,46.36,46.12
none,sharpness,corruption: jpeg_compression, severity: 3,batch-size: 16,48.96,47.9
none,sharpness,corruption: elastic_transform, severity: 3,batch-size: 16,49.24,49.0
none,sharpness,corruption: gaussian_noise, severity: 4,batch-size: 16,23.34,23.4
none,sharpness,corruption: shot_noise, severity: 4,batch-size: 16,19.04,18.98
none,sharpness,corruption: impulse_noise, severity: 4,batch-size: 16,22.02,22.06
none,sharpness,corruption: glass_blur, severity: 4,batch-size: 16,13.14,14.32
none,sharpness,corruption: defocus_blur, severity: 4,batch-size: 16,29.54,29.4
none,sharpness,corruption: zoom_blur, severity: 4,batch-size: 16,25.32,24.66
none,sharpness,corruption: motion_blur, severity: 4,batch-size: 16,26.14,26.28
none,sharpness,corruption: brightness, severity: 4,batch-size: 16,52.84,52.42
none,sharpness,corruption: snow, severity: 4,batch-size: 16,25.9,25.62
none,sharpness,corruption: frost, severity: 4,batch-size: 16,29.7,29.48
none,sharpness,corruption: fog, severity: 4,batch-size: 16,40.38,40.72
none,sharpness,corruption: contrast, severity: 4,batch-size: 16,33.52,33.74
none,sharpness,corruption: pixelate, severity: 4,batch-size: 16,37.14,37.5
none,sharpness,corruption: jpeg_compression, severity: 4,batch-size: 16,40.42,38.7
none,sharpness,corruption: elastic_transform, severity: 4,batch-size: 16,39.42,39.16
none,sharpness,corruption: gaussian_noise, severity: 5,batch-size: 16,10.42,10.38
none,sharpness,corruption: shot_noise, severity: 5,batch-size: 16,10.92,11.14
none,sharpness,corruption: impulse_noise, severity: 5,batch-size: 16,10.84,10.98
none,sharpness,corruption: glass_blur, severity: 5,batch-size: 16,9.52,10.54
none,sharpness,corruption: defocus_blur, severity: 5,batch-size: 16,22.36,22.2
none,sharpness,corruption: zoom_blur, severity: 5,batch-size: 16,20.8,19.36
none,sharpness,corruption: motion_blur, severity: 5,batch-size: 16,19.32,20.24
none,sharpness,corruption: brightness, severity: 5,batch-size: 16,49.1,49.02
none,sharpness,corruption: snow, severity: 5,batch-size: 16,23.24,23.34
