sharpness,corruption: gaussian_noise, severity: 1,batch-size: 16,43.47,46.43
sharpness,corruption: shot_noise, severity: 1,batch-size: 16,41.42,42.77
sharpness,corruption: impulse_noise, severity: 1,batch-size: 16,61.63,63.02
sharpness,corruption: glass_blur, severity: 1,batch-size: 16,41.32,40.74
sharpness,corruption: defocus_blur, severity: 1,batch-size: 16,41.07,42.15
sharpness,corruption: zoom_blur, severity: 1,batch-size: 16,77.76,79.4
sharpness,corruption: motion_blur, severity: 1,batch-size: 16,51.76,52.95
sharpness,corruption: brightness, severity: 1,batch-size: 16,87.56,87.62
sharpness,corruption: snow, severity: 1,batch-size: 16,79.36,79.43
sharpness,corruption: frost, severity: 1,batch-size: 16,79.68,80.45
sharpness,corruption: fog, severity: 1,batch-size: 16,69.56,69.09
sharpness,corruption: contrast, severity: 1,batch-size: 16,80.78,79.33
sharpness,corruption: pixelate, severity: 1,batch-size: 16,46.31,46.46
sharpness,corruption: jpeg_compression, severity: 1,batch-size: 16,49.93,52.37
sharpness,corruption: elastic_transform, severity: 1,batch-size: 16,27.22,23.29
sharpness,corruption: gaussian_noise, severity: 2,batch-size: 16,26.62,28.08
sharpness,corruption: shot_noise, severity: 2,batch-size: 16,25.01,25.57
sharpness,corruption: impulse_noise, severity: 2,batch-size: 16,42.95,43.79
sharpness,corruption: glass_blur, severity: 2,batch-size: 16,37.63,36.54
sharpness,corruption: defocus_blur, severity: 2,batch-size: 16,31.12,30.45
sharpness,corruption: zoom_blur, severity: 2,batch-size: 16,74.05,76.77
sharpness,corruption: motion_blur, severity: 2,batch-size: 16,35.67,35.12
sharpness,corruption: brightness, severity: 2,batch-size: 16,85.0,85.95
sharpness,corruption: snow, severity: 2,batch-size: 16,60.69,62.35
sharpness,corruption: frost, severity: 2,batch-size: 16,68.58,70.41
sharpness,corruption: fog, severity: 2,batch-size: 16,59.13,59.91
sharpness,corruption: contrast, severity: 2,batch-size: 16,74.84,73.58
sharpness,corruption: pixelate, severity: 2,batch-size: 16,39.87,40.14
sharpness,corruption: jpeg_compression, severity: 2,batch-size: 16,42.85,46.02
sharpness,corruption: elastic_transform, severity: 2,batch-size: 16,22.8,20.07
sharpness,corruption: gaussian_noise, severity: 3,batch-size: 16,16.93,16.96
sharpness,corruption: shot_noise, severity: 3,batch-size: 16,17.0,16.65
sharpness,corruption: impulse_noise, severity: 3,batch-size: 16,32.45,33.31
sharpness,corruption: glass_blur, severity: 3,batch-size: 16,27.92,26.53
sharpness,corruption: defocus_blur, severity: 3,batch-size: 16,19.38,19.64
sharpness,corruption: zoom_blur, severity: 3,batch-size: 16,71.41,74.3
sharpness,corruption: motion_blur, severity: 3,batch-size: 16,24.83,23.84
sharpness,corruption: brightness, severity: 3,batch-size: 16,80.68,82.22
sharpness,corruption: snow, severity: 3,batch-size: 16,65.69,67.89
sharpness,corruption: frost, severity: 3,batch-size: 16,58.66,61.44
sharpness,corruption: fog, severity: 3,batch-size: 16,38.63,39.02
sharpness,corruption: contrast, severity: 3,batch-size: 16,63.82,61.79
sharpness,corruption: pixelate, severity: 3,batch-size: 16,27.66,28.09
sharpness,corruption: jpeg_compression, severity: 3,batch-size: 16,38.29,40.91
sharpness,corruption: elastic_transform, severity: 3,batch-size: 16,18.42,17.12
sharpness,corruption: gaussian_noise, severity: 4,batch-size: 16,13.69,12.89
sharpness,corruption: shot_noise, severity: 4,batch-size: 16,13.82,12.52
sharpness,corruption: impulse_noise, severity: 4,batch-size: 16,18.95,19.33
sharpness,corruption: glass_blur, severity: 4,batch-size: 16,27.44,25.37
sharpness,corruption: defocus_blur, severity: 4,batch-size: 16,16.2,16.23
sharpness,corruption: zoom_blur, severity: 4,batch-size: 16,67.55,70.83
sharpness,corruption: motion_blur, severity: 4,batch-size: 16,18.99,18.38
sharpness,corruption: brightness, severity: 4,batch-size: 16,73.44,75.72
sharpness,corruption: snow, severity: 4,batch-size: 16,55.21,57.48
sharpness,corruption: frost, severity: 4,batch-size: 16,59.04,60.92
sharpness,corruption: fog, severity: 4,batch-size: 16,27.26,26.66
sharpness,corruption: contrast, severity: 4,batch-size: 16,38.87,35.49
sharpness,corruption: pixelate, severity: 4,batch-size: 16,22.77,22.75
sharpness,corruption: jpeg_compression, severity: 4,batch-size: 16,30.88,32.86
sharpness,corruption: elastic_transform, severity: 4,batch-size: 16,16.64,15.26
sharpness,corruption: gaussian_noise, severity: 5,batch-size: 16,12.32,11.3
sharpness,corruption: shot_noise, severity: 5,batch-size: 16,12.37,11.5
sharpness,corruption: impulse_noise, severity: 5,batch-size: 16,13.29,12.85
sharpness,corruption: glass_blur, severity: 5,batch-size: 16,24.26,21.37
sharpness,corruption: defocus_blur, severity: 5,batch-size: 16,14.51,14.46
sharpness,corruption: zoom_blur, severity: 5,batch-size: 16,60.63,64.3
sharpness,corruption: motion_blur, severity: 5,batch-size: 16,17.24,16.76
sharpness,corruption: brightness, severity: 5,batch-size: 16,63.16,66.49
sharpness,corruption: snow, severity: 5,batch-size: 16,43.47,46.74
sharpness,corruption: frost, severity: 5,batch-size: 16,52.13,54.0
sharpness,corruption: fog, severity: 5,batch-size: 16,18.78,17.41
sharpness,corruption: contrast, severity: 5,batch-size: 16,19.77,18.78
sharpness,corruption: pixelate, severity: 5,batch-size: 16,20.39,20.58
sharpness,corruption: jpeg_compression, severity: 5,batch-size: 16,25.18,25.75
sharpness,corruption: elastic_transform, severity: 5,batch-size: 16,15.23,14.35
