sharpness,corruption: gaussian_noise, severity: 1,batch-size: 16,43.47,46.26
sharpness,corruption: shot_noise, severity: 1,batch-size: 16,41.42,42.67
sharpness,corruption: impulse_noise, severity: 1,batch-size: 16,61.63,63.07
sharpness,corruption: glass_blur, severity: 1,batch-size: 16,41.32,40.77
sharpness,corruption: defocus_blur, severity: 1,batch-size: 16,41.07,42.34
sharpness,corruption: zoom_blur, severity: 1,batch-size: 16,77.76,79.45
sharpness,corruption: motion_blur, severity: 1,batch-size: 16,51.76,53.13
sharpness,corruption: brightness, severity: 1,batch-size: 16,87.56,87.69
sharpness,corruption: snow, severity: 1,batch-size: 16,79.36,79.42
sharpness,corruption: frost, severity: 1,batch-size: 16,79.68,80.51
sharpness,corruption: fog, severity: 1,batch-size: 16,69.56,69.23
sharpness,corruption: contrast, severity: 1,batch-size: 16,80.78,79.31
sharpness,corruption: pixelate, severity: 1,batch-size: 16,46.31,46.65
sharpness,corruption: jpeg_compression, severity: 1,batch-size: 16,49.93,52.31
sharpness,corruption: elastic_transform, severity: 1,batch-size: 16,27.22,23.44
sharpness,corruption: gaussian_noise, severity: 2,batch-size: 16,26.62,28.1
sharpness,corruption: shot_noise, severity: 2,batch-size: 16,25.01,25.56
sharpness,corruption: impulse_noise, severity: 2,batch-size: 16,42.95,43.95
sharpness,corruption: glass_blur, severity: 2,batch-size: 16,37.63,36.78
sharpness,corruption: defocus_blur, severity: 2,batch-size: 16,31.12,30.62
sharpness,corruption: zoom_blur, severity: 2,batch-size: 16,74.05,76.81
sharpness,corruption: motion_blur, severity: 2,batch-size: 16,35.67,35.35
sharpness,corruption: brightness, severity: 2,batch-size: 16,85.0,85.96
sharpness,corruption: snow, severity: 2,batch-size: 16,60.69,62.36
sharpness,corruption: frost, severity: 2,batch-size: 16,68.58,70.33
sharpness,corruption: fog, severity: 2,batch-size: 16,59.13,59.82
sharpness,corruption: contrast, severity: 2,batch-size: 16,74.84,73.6
sharpness,corruption: pixelate, severity: 2,batch-size: 16,39.87,40.37
sharpness,corruption: jpeg_compression, severity: 2,batch-size: 16,42.85,46.04
sharpness,corruption: elastic_transform, severity: 2,batch-size: 16,22.8,20.33
sharpness,corruption: gaussian_noise, severity: 3,batch-size: 16,16.93,16.75
sharpness,corruption: shot_noise, severity: 3,batch-size: 16,17.0,16.7
sharpness,corruption: impulse_noise, severity: 3,batch-size: 16,32.45,33.38
sharpness,corruption: glass_blur, severity: 3,batch-size: 16,27.92,26.64
sharpness,corruption: defocus_blur, severity: 3,batch-size: 16,19.38,19.64
sharpness,corruption: zoom_blur, severity: 3,batch-size: 16,71.41,74.33
sharpness,corruption: motion_blur, severity: 3,batch-size: 16,24.83,23.81
sharpness,corruption: brightness, severity: 3,batch-size: 16,80.68,82.16
sharpness,corruption: snow, severity: 3,batch-size: 16,65.69,67.88
sharpness,corruption: frost, severity: 3,batch-size: 16,58.66,61.41
sharpness,corruption: fog, severity: 3,batch-size: 16,38.63,39.13
sharpness,corruption: contrast, severity: 3,batch-size: 16,63.82,61.87
sharpness,corruption: pixelate, severity: 3,batch-size: 16,27.66,28.05
sharpness,corruption: jpeg_compression, severity: 3,batch-size: 16,38.29,40.83
sharpness,corruption: elastic_transform, severity: 3,batch-size: 16,18.42,17.16
sharpness,corruption: gaussian_noise, severity: 4,batch-size: 16,13.69,12.9
sharpness,corruption: shot_noise, severity: 4,batch-size: 16,13.82,12.4
sharpness,corruption: impulse_noise, severity: 4,batch-size: 16,18.95,19.07
sharpness,corruption: glass_blur, severity: 4,batch-size: 16,27.44,25.49
sharpness,corruption: defocus_blur, severity: 4,batch-size: 16,16.2,16.17
sharpness,corruption: zoom_blur, severity: 4,batch-size: 16,67.55,70.85
sharpness,corruption: motion_blur, severity: 4,batch-size: 16,18.99,18.37
sharpness,corruption: brightness, severity: 4,batch-size: 16,73.44,75.76
sharpness,corruption: snow, severity: 4,batch-size: 16,55.21,57.64
sharpness,corruption: frost, severity: 4,batch-size: 16,59.04,60.98
sharpness,corruption: fog, severity: 4,batch-size: 16,27.26,26.42
sharpness,corruption: contrast, severity: 4,batch-size: 16,38.87,35.42
sharpness,corruption: pixelate, severity: 4,batch-size: 16,22.77,22.77
sharpness,corruption: jpeg_compression, severity: 4,batch-size: 16,30.88,32.97
sharpness,corruption: elastic_transform, severity: 4,batch-size: 16,16.64,15.28
sharpness,corruption: gaussian_noise, severity: 5,batch-size: 16,12.32,11.46
sharpness,corruption: shot_noise, severity: 5,batch-size: 16,12.37,11.7
sharpness,corruption: impulse_noise, severity: 5,batch-size: 16,13.29,12.74
sharpness,corruption: glass_blur, severity: 5,batch-size: 16,24.26,21.37
sharpness,corruption: defocus_blur, severity: 5,batch-size: 16,14.51,14.48
sharpness,corruption: zoom_blur, severity: 5,batch-size: 16,60.63,64.2
sharpness,corruption: motion_blur, severity: 5,batch-size: 16,17.24,16.73
sharpness,corruption: brightness, severity: 5,batch-size: 16,63.16,66.43
sharpness,corruption: snow, severity: 5,batch-size: 16,43.47,46.76
sharpness,corruption: frost, severity: 5,batch-size: 16,52.13,54.17
sharpness,corruption: fog, severity: 5,batch-size: 16,18.78,17.56
sharpness,corruption: contrast, severity: 5,batch-size: 16,19.77,18.75
sharpness,corruption: pixelate, severity: 5,batch-size: 16,20.39,20.61
sharpness,corruption: jpeg_compression, severity: 5,batch-size: 16,25.18,25.93
sharpness,corruption: elastic_transform, severity: 5,batch-size: 16,15.23,14.49
