,batch-size: ,5,attack iters: ,5,before reverse: ,0.2409165045491167,after reverse: ,0.1956611448446619
,batch-size: ,5,attack iters: ,1,before reverse: ,0.2409165045491167,after reverse: ,0.23620035764114053
