,batch-size: ,5,attack iters: ,1,before reverse: ,0.2409165045491167,after reverse: ,0.24083790210065043
,batch-size: ,5,attack iters: ,1,before reverse: ,0.0009333333333333333,after reverse: ,0.0009333333333333333
